Articolo,DESCRIZIONE,Prezzo,Stato ProFAR. DOTto
4640.01/W/25,IRIS C/PIASTRA L. 10 CM 4000K,  102.00 ,3
4640.01/W/48,IRIS C/PIASTRA L. 10 CM 4000K,  102.00 ,3
4640.01/W/63,IRIS C/PIASTRA L. 10 CM 4000K,  102.00 ,3
4640.01/W/ST,IRIS C/PIASTRA L. 10 CM 4000K,  102.00 ,3
4640.01/WW/25,IRIS C/PIASTRA L. 10 CM 3000K,  102.00 ,3
4640.01/WW/48,IRIS C/PIASTRA L. 10 CM 3000K,  102.00 ,3
4640.01/WW/63,IRIS C/PIASTRA L. 10 CM 3000K,  102.00 ,3
4640.01/WW/ST,IRIS C/PIASTRA L. 10 CM 3000K,  102.00 ,3
4640.01/XW/25,IRIS C/PIASTRA L. 10 CM 2700K,  102.00 ,3
4640.01/XW/48,IRIS C/PIASTRA L. 10 CM 2700K,  102.00 ,3
4640.01/XW/63,IRIS C/PIASTRA L. 10 CM 2700K,  102.00 ,3
4640.01/XW/ST,IRIS C/PIASTRA L. 10 CM 2700K,  102.00 ,3
4640.02/W/25,IRIS C/PIASTRA L. 10 CM 4000K,  102.00 ,3
4640.02/W/48,IRIS C/PIASTRA L. 10 CM 4000K,  102.00 ,3
4640.02/W/63,IRIS C/PIASTRA L. 10 CM 4000K,  102.00 ,3
4640.02/W/ST,IRIS C/PIASTRA L. 10 CM 4000K,  102.00 ,3
4640.02/WW/25,IRIS C/PIASTRA L. 10 CM 3000K,  102.00 ,3
4640.02/WW/48,IRIS C/PIASTRA L. 10 CM 3000K,  102.00 ,3
4640.02/WW/63,IRIS C/PIASTRA L. 10 CM 3000K,  102.00 ,3
4640.02/WW/ST,IRIS C/PIASTRA L. 10 CM 3000K,  102.00 ,3
4640.02/XW/25,IRIS C/PIASTRA L. 10 CM 2700K,  102.00 ,3
4640.02/XW/48,IRIS C/PIASTRA L. 10 CM 2700K,  102.00 ,3
4640.02/XW/63,IRIS C/PIASTRA L. 10 CM 2700K,  102.00 ,3
4640.02/XW/ST,IRIS C/PIASTRA L. 10 CM 2700K,  102.00 ,3
4641.01/W/25,IRIS C/PIASTRA L. 33 CM 4000K,  131.00 ,3
4641.01/W/48,IRIS C/PIASTRA L. 33 CM 4000K,  131.00 ,3
4641.01/W/63,IRIS C/PIASTRA L. 33 CM 4000K,  131.00 ,3
4641.01/W/ST,IRIS C/PIASTRA L. 33 CM 4000K,  131.00 ,3
4641.01/WW/25,IRIS C/PIASTRA L. 33 CM 3000K,  131.00 ,3
4641.01/WW/48,IRIS C/PIASTRA L. 33 CM 3000K,  131.00 ,3
4641.01/WW/63,IRIS C/PIASTRA L. 33 CM 3000K,  131.00 ,3
4641.01/WW/ST,IRIS C/PIASTRA L. 33 CM 3000K,  131.00 ,3
4641.01/XW/25,IRIS C/PIASTRA L. 33 CM 2700K,  131.00 ,3
4641.01/XW/48,IRIS C/PIASTRA L. 33 CM 2700K,  131.00 ,3
4641.01/XW/63,IRIS C/PIASTRA L. 33 CM 2700K,  131.00 ,3
4641.01/XW/ST,IRIS C/PIASTRA L. 33 CM 2700K,  131.00 ,3
4641.02/W/25,IRIS C/PIASTRA L. 33 CM 4000K,  131.00 ,3
4641.02/W/48,IRIS C/PIASTRA L. 33 CM 4000K,  131.00 ,3
4641.02/W/63,IRIS C/PIASTRA L. 33 CM 4000K,  131.00 ,3
4641.02/W/ST,IRIS C/PIASTRA L. 33 CM 4000K,  131.00 ,3
4641.02/WW/25,IRIS C/PIASTRA L. 33 CM 3000K,  131.00 ,3
4641.02/WW/48,IRIS C/PIASTRA L. 33 CM 3000K,  131.00 ,3
4641.02/WW/63,IRIS C/PIASTRA L. 33 CM 3000K,  131.00 ,3
4641.02/WW/ST,IRIS C/PIASTRA L. 33 CM 3000K,  131.00 ,3
4641.02/XW/25,IRIS C/PIASTRA L. 33 CM 2700K,  131.00 ,3
4641.02/XW/48,IRIS C/PIASTRA L. 33 CM 2700K,  131.00 ,3
4641.02/XW/63,IRIS C/PIASTRA L. 33 CM 2700K,  131.00 ,3
4641.02/XW/ST,IRIS C/PIASTRA L. 33 CM 2700K,  131.00 ,3
4642.01/W/25,IRIS DOPPIA 10 CM S/ALIM 4000K,  175.00 ,3
4642.01/W/48,IRIS DOPPIA 10 CM S/ALIM 4000K,  175.00 ,3
4642.01/W/63,IRIS DOPPIA 10 CM S/ALIM 4000K,  175.00 ,3
4642.01/W/ST,IRIS DOPPIA 10 CM S/ALIM 4000K,  175.00 ,3
4642.01/WW/25,IRIS DOPPIA 10 CM S/ALIM 3000K,  175.00 ,3
4642.01/WW/48,IRIS DOPPIA 10 CM S/ALIM 3000K,  175.00 ,3
4642.01/WW/63,IRIS DOPPIA 10 CM S/ALIM 3000K,  175.00 ,3
4642.01/WW/ST,IRIS DOPPIA 10 CM S/ALIM 3000K,  175.00 ,3
4642.01/XW/25,IRIS DOPPIA 10 CM S/ALIM 2700K,  175.00 ,3
4642.01/XW/48,IRIS DOPPIA 10 CM S/ALIM 2700K,  175.00 ,3
4642.01/XW/63,IRIS DOPPIA 10 CM S/ALIM 2700K,  175.00 ,3
4642.01/XW/ST,IRIS DOPPIA 10 CM S/ALIM 2700K,  175.00 ,3
4642.02/W/25,IRIS DOPPIA 10 CM S/ALIM 4000K,  175.00 ,3
4642.02/W/48,IRIS DOPPIA 10 CM S/ALIM 4000K,  175.00 ,3
4642.02/W/63,IRIS DOPPIA 10 CM S/ALIM 4000K,  175.00 ,3
4642.02/W/ST,IRIS DOPPIA 10 CM S/ALIM 4000K,  175.00 ,3
4642.02/WW/25,IRIS DOPPIA 10 CM S/ALIM 3000K,  175.00 ,3
4642.02/WW/48,IRIS DOPPIA 10 CM S/ALIM 3000K,  175.00 ,3
4642.02/WW/63,IRIS DOPPIA 10 CM S/ALIM 3000K,  175.00 ,3
4642.02/WW/ST,IRIS DOPPIA 10 CM S/ALIM 3000K,  175.00 ,3
4642.02/XW/25,IRIS DOPPIA 10 CM S/ALIM 2700K,  175.00 ,3
4642.02/XW/48,IRIS DOPPIA 10 CM S/ALIM 2700K,  175.00 ,3
4642.02/XW/63,IRIS DOPPIA 10 CM S/ALIM 2700K,  175.00 ,3
4642.02/XW/ST,IRIS DOPPIA 10 CM S/ALIM 2700K,  175.00 ,3
4643.01/W/25,IRIS DOPPIA 33 CM S/ALIM 4000K,  218.00 ,3
4643.01/W/48,IRIS DOPPIA 33 CM S/ALIM 4000K,  218.00 ,3
4643.01/W/63,IRIS DOPPIA 33 CM S/ALIM 4000K,  218.00 ,3
4643.01/W/ST,IRIS DOPPIA 33 CM S/ALIM 4000K,  218.00 ,3
4643.01/WW/25,IRIS DOPPIA 33 CM S/ALIM 3000K,  218.00 ,3
4643.01/WW/48,IRIS DOPPIA 33 CM S/ALIM 3000K,  218.00 ,3
4643.01/WW/63,IRIS DOPPIA 33 CM S/ALIM 3000K,  218.00 ,3
4643.01/WW/ST,IRIS DOPPIA 33 CM S/ALIM 3000K,  218.00 ,3
4643.01/XW/25,IRIS DOPPIA 33 CM S/ALIM 2700K,  218.00 ,3
4643.01/XW/48,IRIS DOPPIA 33 CM S/ALIM 2700K,  218.00 ,3
4643.01/XW/63,IRIS DOPPIA 33 CM S/ALIM 2700K,  218.00 ,3
4643.01/XW/ST,IRIS DOPPIA 33 CM S/ALIM 2700K,  218.00 ,3
4643.02/W/25,IRIS DOPPIA 33 CM S/ALIM 4000K,  218.00 ,3
4643.02/W/48,IRIS DOPPIA 33 CM S/ALIM 4000K,  218.00 ,3
4643.02/W/63,IRIS DOPPIA 33 CM S/ALIM 4000K,  218.00 ,3
4643.02/W/ST,IRIS DOPPIA 33 CM S/ALIM 4000K,  218.00 ,3
4643.02/WW/25,IRIS DOPPIA 33 CM S/ALIM 3000K,  218.00 ,3
4643.02/WW/48,IRIS DOPPIA 33 CM S/ALIM 3000K,  218.00 ,3
4643.02/WW/63,IRIS DOPPIA 33 CM S/ALIM 3000K,  218.00 ,3
4643.02/WW/ST,IRIS DOPPIA 33 CM S/ALIM 3000K,  218.00 ,3
4643.02/XW/25,IRIS DOPPIA 33 CM S/ALIM 2700K,  218.00 ,3
4643.02/XW/48,IRIS DOPPIA 33 CM S/ALIM 2700K,  218.00 ,3
4643.02/XW/63,IRIS DOPPIA 33 CM S/ALIM 2700K,  218.00 ,3
4643.02/XW/ST,IRIS DOPPIA 33 CM S/ALIM 2700K,  218.00 ,3
4644.01/WW,BAGLIORI DOPPIA C/ALIM 3000K,  315.00 ,1
4644.02/WW,BAGLIORI DOPPIA C/ALIM 3000K,  315.00 ,1
4644.08/WW,BAGLIORI DOPPIA C/ALIM 3000K,  315.00 ,1
4644.09/WW,BAGLIORI DOPPIA C/ALIM 3000K,  315.00 ,1
4644.10/WW,BAGLIORI DOPPIA C/ALIM 3000K,  315.00 ,1
4645.01/WW,BAGLIORI DOPPIA S/ALIM 3000K,  263.00 ,1
4645.02/WW,BAGLIORI DOPPIA S/ALIM 3000K,  263.00 ,1
4645.08/WW,BAGLIORI DOPPIA S/ALIM 3000K,  263.00 ,1
4645.09/WW,BAGLIORI DOPPIA S/ALIM 3000K,  263.00 ,1
4645.10/WW,BAGLIORI DOPPIA S/ALIM 3000K,  263.00 ,1
4646.01/WW,BAGLIORI C/ALIM 3000K,  275.00 ,1
4646.02/WW,BAGLIORI C/ALIM 3000K,  275.00 ,1
4646.08/WW,BAGLIORI C/ALIM 3000K,  275.00 ,1
4646.09/WW,BAGLIORI C/ALIM 3000K,  275.00 ,1
4646.10/WW,BAGLIORI C/ALIM 3000K,  275.00 ,1
4647.01/WW,BAGLIORI S/ALIM 3000K,  225.00 ,1
4647.02/WW,BAGLIORI S/ALIM 3000K,  225.00 ,1
4647.08/WW,BAGLIORI S/ALIM 3000K,  225.00 ,1
4647.09/WW,BAGLIORI S/ALIM 3000K,  225.00 ,1
4647.10/WW,BAGLIORI S/ALIM 3000K,  225.00 ,1
4650.01/W/25,IRIS PAR. 13 CM C/ALIM 4000K,  155.00 ,3
4650.01/W/48,IRIS PAR. 13 CM C/ALIM 4000K,  155.00 ,3
4650.01/W/63,IRIS PAR. 13 CM C/ALIM 4000K,  155.00 ,3
4650.01/W/ST,IRIS PAR. 13 CM C/ALIM 4000K,  155.00 ,3
4650.01/WW/25,IRIS PAR. 13 CM C/ALIM 3000K,  155.00 ,3
4650.01/WW/48,IRIS PAR. 13 CM C/ALIM 3000K,  155.00 ,3
4650.01/WW/63,IRIS PAR. 13 CM C/ALIM 3000K,  155.00 ,3
4650.01/WW/ST,IRIS PAR. 13 CM C/ALIM 3000K,  155.00 ,3
4650.01/XW/25,IRIS PAR. 13 CM C/ALIM 2700K,  155.00 ,3
4650.01/XW/48,IRIS PAR. 13 CM C/ALIM 2700K,  155.00 ,3
4650.01/XW/63,IRIS PAR. 13 CM C/ALIM 2700K,  155.00 ,3
4650.01/XW/ST,IRIS PAR. 13 CM C/ALIM 2700K,  155.00 ,3
4650.02/W/25,IRIS PAR. 13 CM C/ALIM 4000K,  155.00 ,3
4650.02/W/48,IRIS PAR. 13 CM C/ALIM 4000K,  155.00 ,3
4650.02/W/63,IRIS PAR. 13 CM C/ALIM 4000K,  155.00 ,3
4650.02/W/ST,IRIS PAR. 13 CM C/ALIM 4000K,  155.00 ,3
4650.02/WW/25,IRIS PAR. 13 CM C/ALIM 3000K,  155.00 ,3
4650.02/WW/48,IRIS PAR. 13 CM C/ALIM 3000K,  155.00 ,3
4650.02/WW/63,IRIS PAR. 13 CM C/ALIM 3000K,  155.00 ,3
4650.02/WW/ST,IRIS PAR. 13 CM C/ALIM 3000K,  155.00 ,3
4650.02/XW/25,IRIS PAR. 13 CM C/ALIM 2700K,  155.00 ,3
4650.02/XW/48,IRIS PAR. 13 CM C/ALIM 2700K,  155.00 ,3
4650.02/XW/63,IRIS PAR. 13 CM C/ALIM 2700K,  155.00 ,3
4650.02/XW/ST,IRIS PAR. 13 CM C/ALIM 2700K,  155.00 ,3
4651.01/W/25,IRIS PAR. 33 CM C/ALIM 4000K,  169.00 ,3
4651.01/W/48,IRIS PAR. 33 CM C/ALIM 4000K,  169.00 ,3
4651.01/W/63,IRIS PAR. 33 CM C/ALIM 4000K,  169.00 ,3
4651.01/W/ST,IRIS PAR. 33 CM C/ALIM 4000K,  169.00 ,3
4651.01/WW/25,IRIS PAR. 33 CM C/ALIM 3000K,  169.00 ,3
4651.01/WW/48,IRIS PAR. 33 CM C/ALIM 3000K,  169.00 ,3
4651.01/WW/63,IRIS PAR. 33 CM C/ALIM 3000K,  169.00 ,3
4651.01/WW/ST,IRIS PAR. 33 CM C/ALIM 3000K,  169.00 ,3
4651.01/XW/25,IRIS PAR. 33 CM C/ALIM 2700K,  169.00 ,3
4651.01/XW/48,IRIS PAR. 33 CM C/ALIM 2700K,  169.00 ,3
4651.01/XW/63,IRIS PAR. 33 CM C/ALIM 2700K,  169.00 ,3
4651.01/XW/ST,IRIS PAR. 33 CM C/ALIM 2700K,  169.00 ,3
4651.02/W/25,IRIS PAR. 33 CM C/ALIM 4000K,  169.00 ,3
4651.02/W/48,IRIS PAR. 33 CM C/ALIM 4000K,  169.00 ,3
4651.02/W/63,IRIS PAR. 33 CM C/ALIM 4000K,  169.00 ,3
4651.02/W/ST,IRIS PAR. 33 CM C/ALIM 4000K,  169.00 ,3
4651.02/WW/25,IRIS PAR. 33 CM C/ALIM 3000K,  169.00 ,3
4651.02/WW/48,IRIS PAR. 33 CM C/ALIM 3000K,  169.00 ,3
4651.02/WW/63,IRIS PAR. 33 CM C/ALIM 3000K,  169.00 ,3
4651.02/WW/ST,IRIS PAR. 33 CM C/ALIM 3000K,  169.00 ,3
4651.02/XW/25,IRIS PAR. 33 CM C/ALIM 2700K,  169.00 ,3
4651.02/XW/48,IRIS PAR. 33 CM C/ALIM 2700K,  169.00 ,3
4651.02/XW/63,IRIS PAR. 33 CM C/ALIM 2700K,  169.00 ,3
4651.02/XW/ST,IRIS PAR. 33 CM C/ALIM 2700K,  169.00 ,3
4652.01/W/25,IRIS PAR. 48 CM C/ALIM 4000K,  179.00 ,3
4652.01/W/48,IRIS PAR. 48 CM C/ALIM 4000K,  179.00 ,3
4652.01/W/63,IRIS PAR. 48 CM C/ALIM 4000K,  179.00 ,3
4652.01/W/ST,IRIS PAR. 48 CM C/ALIM 4000K,  179.00 ,3
4652.01/WW/25,IRIS PAR. 48 CM C/ALIM 3000K,  179.00 ,3
4652.01/WW/48,IRIS PAR. 48 CM C/ALIM 3000K,  179.00 ,3
4652.01/WW/63,IRIS PAR. 48 CM C/ALIM 3000K,  179.00 ,3
4652.01/WW/ST,IRIS PAR. 48 CM C/ALIM 3000K,  179.00 ,3
4652.01/XW/25,IRIS PAR. 48 CM C/ALIM 2700K,  179.00 ,3
4652.01/XW/48,IRIS PAR. 48 CM C/ALIM 2700K,  179.00 ,3
4652.01/XW/63,IRIS PAR. 48 CM C/ALIM 2700K,  179.00 ,3
4652.01/XW/ST,IRIS PAR. 48 CM C/ALIM 2700K,  179.00 ,3
4652.02/W/25,IRIS PAR. 48 CM C/ALIM 4000K,  179.00 ,3
4652.02/W/48,IRIS PAR. 48 CM C/ALIM 4000K,  179.00 ,3
4652.02/W/63,IRIS PAR. 48 CM C/ALIM 4000K,  179.00 ,3
4652.02/W/ST,IRIS PAR. 48 CM C/ALIM 4000K,  179.00 ,3
4652.02/WW/25,IRIS PAR. 48 CM C/ALIM 3000K,  179.00 ,3
4652.02/WW/48,IRIS PAR. 48 CM C/ALIM 3000K,  179.00 ,3
4652.02/WW/63,IRIS PAR. 48 CM C/ALIM 3000K,  179.00 ,3
4652.02/WW/ST,IRIS PAR. 48 CM C/ALIM 3000K,  179.00 ,3
4652.02/XW/25,IRIS PAR. 48 CM C/ALIM 2700K,  179.00 ,3
4652.02/XW/48,IRIS PAR. 48 CM C/ALIM 2700K,  179.00 ,3
4652.02/XW/63,IRIS PAR. 48 CM C/ALIM 2700K,  179.00 ,3
4652.02/XW/ST,IRIS PAR. 48 CM C/ALIM 2700K,  179.00 ,3
4655.01/W/25,IRIS SOPRA MENSOLA 4000K,  139.00 ,3
4655.01/W/48,IRIS SOPRA MENSOLA 4000K,  139.00 ,3
4655.01/W/63,IRIS SOPRA MENSOLA 4000K,  139.00 ,3
4655.01/W/ST,IRIS SOPRA MENSOLA 4000K,  139.00 ,3
4655.01/WW/25,IRIS SOPRA MENSOLA 3000K,  139.00 ,3
4655.01/WW/48,IRIS SOPRA MENSOLA 3000K,  139.00 ,3
4655.01/WW/63,IRIS SOPRA MENSOLA 3000K,  139.00 ,3
4655.01/WW/ST,IRIS SOPRA MENSOLA 3000K,  139.00 ,3
4655.01/XW/25,IRIS SOPRA MENSOLA 2700K,  139.00 ,3
4655.01/XW/48,IRIS SOPRA MENSOLA 2700K,  139.00 ,3
4655.01/XW/63,IRIS SOPRA MENSOLA 2700K,  139.00 ,3
4655.01/XW/ST,IRIS SOPRA MENSOLA 2700K,  139.00 ,3
4655.02/W/25,IRIS SOPRA MENSOLA 4000K,  139.00 ,3
4655.02/W/48,IRIS SOPRA MENSOLA 4000K,  139.00 ,3
4655.02/W/63,IRIS SOPRA MENSOLA 4000K,  139.00 ,3
4655.02/W/ST,IRIS SOPRA MENSOLA 4000K,  139.00 ,3
4655.02/WW/25,IRIS SOPRA MENSOLA 3000K,  139.00 ,3
4655.02/WW/48,IRIS SOPRA MENSOLA 3000K,  139.00 ,3
4655.02/WW/63,IRIS SOPRA MENSOLA 3000K,  139.00 ,3
4655.02/WW/ST,IRIS SOPRA MENSOLA 3000K,  139.00 ,3
4655.02/XW/25,IRIS SOPRA MENSOLA 2700K,  139.00 ,3
4655.02/XW/48,IRIS SOPRA MENSOLA 2700K,  139.00 ,3
4655.02/XW/63,IRIS SOPRA MENSOLA 2700K,  139.00 ,3
4655.02/XW/ST,IRIS SOPRA MENSOLA 2700K,  139.00 ,3
4655.25/W/25,IRIS SOPRA MENSOLA 4000K,  165.00 ,3
4655.25/W/48,IRIS SOPRA MENSOLA 4000K,  165.00 ,3
4655.25/W/63,IRIS SOPRA MENSOLA 4000K,  165.00 ,3
4655.25/W/ST,IRIS SOPRA MENSOLA 4000K,  165.00 ,3
4655.25/WW/25,IRIS SOPRA MENSOLA 3000K,  165.00 ,3
4655.25/WW/48,IRIS SOPRA MENSOLA 3000K,  165.00 ,3
4655.25/WW/63,IRIS SOPRA MENSOLA 3000K,  165.00 ,3
4655.25/WW/ST,IRIS SOPRA MENSOLA 3000K,  165.00 ,3
4655.25/XW/25,IRIS SOPRA MENSOLA 2700K,  165.00 ,3
4655.25/XW/48,IRIS SOPRA MENSOLA 2700K,  165.00 ,3
4655.25/XW/63,IRIS SOPRA MENSOLA 2700K,  165.00 ,3
4655.25/XW/ST,IRIS SOPRA MENSOLA 2700K,  165.00 ,3
4670.01/W,LEGGO PARETE 4000K,  168.00 ,3
4670.01/WW,LEGGO PARETE 3000K,  168.00 ,3
4670.01/XW,LEGGO PARETE 2700K,  168.00 ,3
4670.02/W,LEGGO PARETE 4000K,  168.00 ,3
4670.02/WW,LEGGO PARETE 3000K,  168.00 ,3
4670.02/XW,LEGGO PARETE 2700K,  168.00 ,3
4672.01/W,RACCORDI DI LUCE A T 4000K,  245.00 ,3
4672.01/WW,RACCORDI DI LUCE A T 3000K,  245.00 ,3
4672.01/XW,RACCORDI DI LUCE A T 2700K,  245.00 ,3
4672.02/W,RACCORDI DI LUCE A T 4000K,  245.00 ,3
4672.02/WW,RACCORDI DI LUCE A T 3000K,  245.00 ,3
4672.02/XW,RACCORDI DI LUCE A T 2700K,  245.00 ,3
4672.33/W,RACCORDI DI LUCE A T 4000K,  245.00 ,3
4672.33/WW,RACCORDI DI LUCE A T 3000K,  245.00 ,3
4672.33/XW,RACCORDI DI LUCE A T 2700K,  245.00 ,3
4672.34/W,RACCORDI DI LUCE A T 4000K,  245.00 ,3
4672.34/WW,RACCORDI DI LUCE A T 3000K,  245.00 ,3
4672.34/XW,RACCORDI DI LUCE A T 2700K,  245.00 ,3
4673.01/W,RACCORDI DI LUCE A L 4000K,  173.00 ,3
4673.01/WW,RACCORDI DI LUCE A L 3000K,  173.00 ,3
4673.01/XW,RACCORDI DI LUCE A L 2700K,  173.00 ,3
4673.02/W,RACCORDI DI LUCE A L 4000K,  173.00 ,3
4673.02/WW,RACCORDI DI LUCE A L 3000K,  173.00 ,3
4673.02/XW,RACCORDI DI LUCE A L 2700K,  173.00 ,3
4673.33/W,RACCORDI DI LUCE A L 4000K,  173.00 ,3
4673.33/WW,RACCORDI DI LUCE A L 3000K,  173.00 ,3
4673.33/XW,RACCORDI DI LUCE A L 2700K,  173.00 ,3
4673.34/W,RACCORDI DI LUCE A L 4000K,  173.00 ,3
4673.34/WW,RACCORDI DI LUCE A L 3000K,  173.00 ,3
4673.34/XW,RACCORDI DI LUCE A L 2700K,  173.00 ,3
4680.33/W,LAMP. PARETE AGOS 4000K,  247.00 ,1
4680.33/WW,LAMP. PARETE AGOS 3000K,  247.00 ,1
4680.33/XW,LAMP. PARETE AGOS 2700K,  247.00 ,1
4681.33/W,LAMP. PAR. AGOS DOPPIA 4000K,  345.00 ,1
4681.33/WW,LAMP. PAR. AGOS DOPPIA 3000K,  345.00 ,1
4681.33/XW,LAMP. PAR. AGOS DOPPIA 2700K,  345.00 ,1
5038.01,LAMP. PLAFONE LUNA Ø CM 25,  40.00 ,3
5038.02,LAMP. PLAFONE LUNA Ø CM 25,  40.00 ,3
5038.35,LAMP. PLAFONE LUNA Ø CM 25,  40.00 ,3
5039.01,LAMP. PLAFONE LUNA Ø CM 35,  49.00 ,3
5039.02,LAMP. PLAFONE LUNA Ø CM 35,  49.00 ,3
5039.35,LAMP. PLAFONE LUNA Ø CM 35,  49.00 ,3
5159.01/W,LAM. PLAF. FLIP MAXI LED 4000K,  261.00 ,3
5159.01/WW,LAM. PLAF. FLIP MAXI LED 3000K,  261.00 ,3
5159.02/W,LAM. PLAF. FLIP MAXI LED 4000K,  261.00 ,3
5159.02/WW,LAM. PLAF. FLIP MAXI LED 3000K,  261.00 ,3
5159.32/W,LAM. PLAF. FLIP MAXI LED 4000K,  310.00 ,2
5159.32/WW,LAM. PLAF. FLIP MAXI LED 3000K,  310.00 ,2
5159.35/W,LAM. PLAF. FLIP MAXI LED 4000K,  261.00 ,3
5159.35/WW,LAM. PLAF. FLIP MAXI LED 3000K,  261.00 ,3
5161.01/W/DALI,LAM. PLAF. FLIP MAXI LED 4000K,  299.00 ,3
5161.01/W/DIM,LAM. PLAF. FLIP MAXI LED 4000K,  286.00 ,3
5161.01/WW/DALI,LAM. PLAF. FLIP MAXI LED 3000K,  299.00 ,3
5161.01/WW/DIM,LAM. PLAF. FLIP MAXI LED 3000K,  286.00 ,3
5161.02/W/DALI,LAM. PLAF. FLIP MAXI LED 4000K,  299.00 ,3
5161.02/W/DIM,LAM. PLAF. FLIP MAXI LED 4000K,  286.00 ,3
5161.02/WW/DALI,LAM. PLAF. FLIP MAXI LED 3000K,  299.00 ,3
5161.02/WW/DIM,LAM. PLAF. FLIP MAXI LED 3000K,  286.00 ,3
5161.32/W/DALI,LAM. PLAF. FLIP MAXI LED 4000K,  342.00 ,2
5161.32/W/DIM,LAM. PLAF. FLIP MAXI LED 4000K,  334.00 ,2
5161.32/WW/DALI,LAM. PLAF. FLIP MAXI LED 3000K,  342.00 ,2
5161.32/WW/DIM,LAM. PLAF. FLIP MAXI LED 3000K,  334.00 ,2
5161.35/W/DALI,LAM. PLAF. FLIP MAXI LED 4000K,  299.00 ,3
5161.35/W/DIM,LAM. PLAF. FLIP MAXI LED 4000K,  286.00 ,3
5161.35/WW/DALI,LAM. PLAF. FLIP MAXI LED 3000K,  299.00 ,3
5161.35/WW/DIM,LAM. PLAF. FLIP MAXI LED 3000K,  286.00 ,3
5176.01,LAMP. PLAF. ALEA GU10 BIANCA,  147.00 ,3
5176.02,LAMP. PLAF. ALEA GU10 NERO,  147.00 ,3
5176.35,LAMP. PLAF. ALEA GU10 SABBIA,  147.00 ,3
5185.57,LAMP. PLAF. ALEA G9 VETRO,  95.00 ,3
5186.57,LAMP. PLAF. FOKUS G9 VETRO,  97.00 ,3
5229.00,LAMP. PLAF. MATASSA Ø 23,  189.00 ,3
5233.01,LAMP. PLAF. PRÊT À PORTER,  199.00 ,3
5233.02.21,LAMP. PLAF. PRÊT À PORTER,  205.00 ,3
5234.57,LAMP. PLAF. MUSA 40 E27,  259.00 ,3
5235.57/W,LAMP. PLAF. MUSA 40 LED 4000K,  335.00 ,3
5235.57/WW,LAMP. PLAF. MUSA 40 LED 3000K,  335.00 ,3
5236.01/W,PLAF. PHANTOM 90 CM 4000K,  273.00 ,2
5236.01/WW,PLAF. PHANTOM 90 CM 3000K,  273.00 ,2
5237.01/W,PLAF. PHANTOM 120 CM 4000K,  318.00 ,2
5237.01/WW,PLAF. PHANTOM 120 CM 3000K,  318.00 ,2
5241.57/W/DALI,MUSA 40 LED 4000K DIM DALI,  369.00 ,3
5241.57/W/DIM,MUSA 40 LED 4000K PUSH 1-10V,  354.00 ,3
5241.57/WW/DALI,MUSA 40 LED 3000K DIM DALI,  359.00 ,3
5241.57/WW/DIM,MUSA 40 LED 3000K PUSH 1-10V,  354.00 ,3
5242.01/W/DALI,PLAF. PHANTOM 90 CM 4000K,  329.00 ,2
5242.01/W/DIM,PLAF. PHANTOM 90 CM 4000K,  321.00 ,2
5242.01/WW/DALI,PLAF. PHANTOM 90 CM 3000K,  329.00 ,2
5242.01/WW/DIM,PLAF. PHANTOM 90 CM 3000K,  321.00 ,2
5243.01/W/DALI,PLAF. PHANTOM 120 CM 4000K,  373.00 ,2
5243.01/W/DIM,PLAF. PHANTOM 120 CM 4000K,  365.00 ,2
5243.01/WW/DALI,PLAF. PHANTOM 120 CM 3000K,  373.00 ,2
5243.01/WW/DIM,PLAF. PHANTOM 120 CM 3000K,  365.00 ,2
5511.14.4/W,"ASTRA 14,4W/MT 500 CM 4000K",  105.00 ,1
5511.14.4/WW,"ASTRA 14,4W/MT 500 CM 3000K",  105.00 ,1
5511.14.4/XW,"ASTRA 14,4W/MT 500 CM 2700K",  105.00 ,1
5511.19.2/W,"ASTRA 19,2W/MT 500 CM 4000K",  140.00 ,1
5511.19.2/WW,"ASTRA 19,2W/MT 500 CM 3000K",  140.00 ,1
5511.19.2/XW,"ASTRA 19,2W/MT 500 CM 2700K",  140.00 ,1
5518.57/WW,LAMP. PLAF. MUSA 20 LED 3000K,  145.00 ,2
5520.01/WW,LAMP. PLAF. DRUM IP65 3000K,  279.00 ,3
5520.45/WW,LAMP. PLAF. DRUM IP65 3000K,  279.00 ,3
5529.01,LAMP. PLAF. FLIP,  96.00 ,3
5529.02,LAMP. PLAF. FLIP,  96.00 ,3
5529.31,LAMP. PLAF. FLIP,  108.00 ,3
5529.32,LAMP. PLAF. FLIP,  110.00 ,3
5529.35,LAMP. PLAF. FLIP,  96.00 ,3
5530.31/WW,LAMP. PLAF. MINIPIN 3000K,  128.00 ,3
5538.01/WW,LAMP. PLAF. JAZZ IP65 3000K,  219.00 ,3
5538.02/WW,LAMP. PLAF. JAZZ IP65 3000K,  219.00 ,3
5538.38/WW,LAMP. PLAF. JAZZ IP65 3000K,  277.00 ,3
5539.01/WW,LAMP. PLAF. ROC IP65 3000K,  218.00 ,3
5540.01/W,LAMP. PLAF. RAIL 77 CM 4000K,  226.00 ,3
5540.01/WW,LAMP. PLAF. RAIL 77 CM 3000K,  226.00 ,3
5540.01/XW,LAMP. PLAF. RAIL 77 CM 2700K,  226.00 ,3
5540.02/W,LAMP. PLAF. RAIL 77 CM 4000K,  255.00 ,3
